text	type
甭管什么大小银行或是担保公司等等，只要能按承诺担当起自己所说的，保护投资人，相信这样的体系会人脉越来越旺！	
广发设的局？	
支持浙商财险	0
感觉真可能是广发设的局！！！	
浙商保险这次做的到位，践行了一个企业应有的社会责任!	0
以后保险就认浙商	0
广发银行设的局，资金挪作它用，并非用于4G开发	
侨兴拆东墙补西墙，可好吴瑞林个人连带，有近90亿资产	
浙商财产保险好样的，即将到期的3-7期也应准备赔款，同时追索侨兴集团、追索吴瑞林才行，11个多亿呢	
"点融网，一个没有诚信的公司，通过蜘蛛网链接注册投资完后，不给票了，打客服电话也是忽悠来忽悠去，来打发投资人。[img=0,1]file:///C:\Documents and Settings\Administrator\Application Data\Tencent\Users\2797144707\QQ\WinTemp\RichOle\`P6X357ZB]1R]~KL%_V6]{T.png[/img][img=0,1]file:///C:\Documents and Settings\Administrator\Application Data\Tencent\Users\2797144707\QQ\WinTemp\RichOle\`P6X357ZB]1R]~KL%_V6]{T.png[/img]"	1
一般票应该是第三方推广平台的提供提供的吧	
点融网也是一奇葩！早把自己当陆金所，其实在投资者心里啥也不是！	1
SB，黑子不懂规则不要出喷，你投的标到期后3个工作日才能给发票	0
此平台是著名的情怀平台，注意噢	
个人不喜欢投这样的平台	1
快撤吧，一般有任何拖延行径的，说明资金链就有问题了，离跑不远	1
投资有风险，理财需谨慎	0
不知道为什么，莫名其妙的就不喜欢这平台	1
肯定有原因了。电话问下	0
"亲爱的投资人，您好！
 
 首先，很抱歉给您带来了不好的体验。您反映的问题我们去核实了，系统显示蜘蛛网的兑换码在12月21日已经通过短信发送给您了，但可能是手机系统屏蔽等其他原因导致短信没有及时到达。在昨天接到您的电话后，我们紧急查询，今天已经再次将蜘蛛网的兑换码通过邮件和短信的方式发送给您了（致电给您没人接听）。请您注意查收~
 如果您还有其他任何问题，可以通过论坛私信我们或拨打我们的客服热线10109188。感谢您的关注！
 
 如果您还有其他任何问题，欢迎私信我们或拨打我们的客服热线10109188。"	
	
点融网也是一奇葩！早把自己当陆金所，其实在投资者心里啥也不是！	
楼主不要乱黑，点融还算比较正规的了	0
"123.jpg (61.76 KB, 下载次数: 1)
下载附件  保存到相册
2016-12-27 20:42 上传

 
 等的干着急！真是雷妈妈"	
唉，我也是服，18号赎回，现在还没到帐，说今天兑付18号的，结果一个都没兑付，看来问题很大，确实已经没钱了	1
你发帖就能回？引起恐慌大家都不敢投，不雷都被你整雷，说了第二天回你急个屁	
10天时间未回，肯定有原因了。电话问下	0
固定收益400， 这什么概念啊，不是本金才5000？	
8%的月化收益率，接近100%年化率了，这样的我是没勇气投资的	
券妈妈雷妈妈，返利网不返利	
还好我月初下车了，万幸	
他这个年收益，你要除以12月。	0
一看就是出大问题了，捂不住的	1
投资有风险，理财需谨慎，	0
肯定是没钱了，当初牛逼吹得挺厉害，不过是这样很一般满。。。	1
28号回款了，估计也是资金紧张	0
我19日到期的到现在还没回款。客服能联系上，就是说等，在处理。好郁闷。	0
回报太高啦，LZ这样的平台真心不敢投啊。太危险了。券妈妈上有好也有差本身中介平台就不需要承担责任收钱推广的说难听点是没有底线的，千万不可以看到什么就投什么的更不可以盲目的相信中介平台！	0
券妈妈上面雷了好多了，不能信啊	1
"江苏省镇江市京口区人民法院
民 事 裁 定 书
（2016）苏1102民初2931号
原告：夏靖。
 委托诉讼代理人万遂，江苏苏泓律师事务所律师。
 被告：吴冬云。
 原告夏靖与被告吴冬云[color=rgb(0, 0, 0) !important]民间借贷纠纷一案，本院于2016年8月11日立案后，依法进行了审理。
 原告夏靖向本院提出诉讼请求：1、被告向原告偿还借款本金41227.47元；2、被告向原告支付从2014年9月30日起至2016年6月30日止的利息、[color=rgb(0, 0, 0) !important]]逾期违约金和罚息17322.31元；3、被告支付师费3321元；4、诉讼费由被告承担。原告主张的事实理由：2014年5月9日,原、被告签订《借款协议》，约定被告向原告借款52076.8元，每月30日前[color=rgb(0, 0, 0) !important]等额本息还款2690.64元。协议签订后，经被告同意并授权，在扣除被告应交纳给信和汇金信息咨询（北京）有限公司（以下简称信和汇金公司）咨询费、信和汇诚信用管理（北京）有限公司（以下简称信和汇诚公司）审核费、信和惠民投资管理（北京）有限公司（以下简称信和惠民公司）服务费后，原告将上述本金剩余的款项给付了被告。后被告偿还了部分本息，2014年9月30日起再未还款。
 
 被告吴冬云在本案审理期间未作答辩,也未提交证据材料。
 
 现有证据材料显示：2014年5月15日，原、被告双方签订了编号为0511010258的《借款协议》，约定：被告吴冬云向原告夏靖借款52076.8元，分24个月还款，每月[color=rgb(0, 0, 0) !important]等额本息还款2690.64元，还款日期自2014年5月30日至2016年4月30日，每月30日12时前还款。经被告同意及授权原告将本协议约定的借款本金数额，在扣除代替被告应交纳给信和汇金公司的咨询费、信和汇诚公司的审核费及信和惠民公司的服务费后的剩余款项支付至被告的专用账号。如被告逾期还款达到15天及以上，原告有权提前终止本协议，因被告未还款而带来的调查费、律师费、诉讼费等原告为实现[color=rgb(0, 0, 0) !important]债权的合理费用均由被告承担等。
 
 同日，被告吴冬云与信和汇金公司、信和汇诚公司及信和惠民公司签订《信用咨询及管理服务协议》，约定：被告在获得《借款协议》约定款项的同时应向信和汇金公司支付咨询费6159.17元，向信和汇诚公司支付审核费966.14元，向信和惠民公司支付服务费4951.49元，以上共计12076.80元；经被告同意，被告授权原告在向被告提供借款本金的当日一次性将咨询费、审核费和服务费从借款本金中扣除，扣除的咨询费、审核费和服务费由原告代为支付给信和汇金公司、信和汇诚公司及信和惠民公司。
 
 2014年5月12日，原告夏靖向被告吴冬云转账借款本金。同日，信和汇金公司、信和汇诚公司及信和惠民公司分别向原告夏靖开具了相应费用的收据。2014年9月30日起，被告吴冬云再未按约偿还借款本息。
 
 另查明：
 1、信和汇金公司于2012年6月4日设立，夏靖系该公司股东，并担任该公司监事；信和汇诚公司于2012年6月1日设立，原系自然人夏靖独资，2016年9月27日变更股东为金葵花资本管理有限公司；信和惠民公司于2012年3月28日设立，夏靖为该公司股东；信和财富公司于2012年3月28日设立，夏靖为该公司股东。
 
 2、经统计，仅2016年3月至11月间，本院共受理夏靖为原告的民间借贷纠纷154件、以债权受让人北京中和东方资产管理有限公司为原告的民间借贷纠纷87件，借贷总[color=rgb(0, 0, 0) !important]标的额近2000万元。此外，经江苏省高级人民法院全省案件关联系统查询获悉，2016年1月1日至12月13日以夏靖或北京中和东方资产管理有限公司(由夏靖[color=rgb(0, 0, 0) !important]债权转让)为原告的民间借贷纠纷1688件；经中国裁判文书网（[url=http://wenshu.court.gov.cn/]http://wenshu.court.gov.cn/）查询，截止2016年11月底，全国范围内有26个省、直辖市、自治区的基层法院在已经审结的民间借贷案件中涉及夏靖相关案件总数量已超千件。
 
 本院认为，人民法院立案受理后，发现有经济犯罪嫌疑的，应当裁定驳回起诉，并将有关材料移送公安或检察机关。本案虽已以借贷纠纷立案，但审理中发现借贷涉及面极广、资金量巨大，总览审视涉案的巨额资金游离于国家金融监管之外，夏靖作为个人，其所涉借贷关系已具有了一定的金融放贷性质，且其巨额资金的来源在民事案件中也无法准确查询。因此，鉴于本案所涉借贷行为可能涉嫌经济犯罪，而原告所诉的借款是否涉嫌犯罪行为有待刑事侦查确认，故本案移送公安机关一并侦查，原告的起诉应当裁定驳回。如公安不予立案或立案侦查后撤销案件或者认为不存在犯罪行为的，原告可再行诉讼主张权利。
 
 依照《最高人民法院<关于在审理经济纠纷案件中涉及经济犯罪嫌疑若干问题的规定>》第十一条，《中华人民共和国民事诉讼法》第一百一十九第四项、《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第二百零八条第三款之规定，裁定如下：
 
 驳回原告夏靖的起诉。
 
 案件受理费1347元及剩余公告费303元，退还原告夏靖。
 
 如不服本裁定，可在本裁定书送达之日起十日内，向本院递交上诉状，并按对方当事人的人数提出副本，上诉于江苏省镇江市中级人民法院。

审 判 长 花秀骏
人民陪审员 钱宏远
人民陪审员 孙凤英


二〇一六年十二月十三日
书 记 员 何 洋
附法律条文：
 《最高人民法院<关于在审理经济纠纷案件中涉及经济犯罪嫌疑若干问题的规定>》
 第十一条人民法院作为经济纠纷受理的案件，经审理认为不属经济纠纷案件而有经济犯罪嫌疑的，应当裁定驳回起诉，将有关材料移送公安机关或检察机关。
 《中华人民共和国民事诉讼法》
 第一百一十九条起诉必须符合下列条件：
 （一）原告是与本案有直接利害关系的公民、法人和其他组织；
 （二）有明确的被告；
 （三）有具体的诉讼请求和事实、理由；
 （四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。
 《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》
 第二百零八条人民法院接到当事人提交的民事起诉状时，对符合民事诉讼法地一百一十九条的规定，且不属于第一百二十四条规定情形的，应当登记立案；对当场不能判定是否符合起诉条件的，应当接受起诉材料，并出具注明收到日期的书面凭证。
 需要补充必要相关材料的，人民法院应当及时告知当事人。在补齐相关材料后，应当在七日内决定是否立案。
 立案后发现不符合起诉条件或者属于民事诉讼法第一百二十四条规定情形的，裁定驳回起诉。
 
 

中国裁判文书网地址:http://wenshu.court.gov.cn/content/content?DocID=720881a5-983b-43f2-972f-dae6f1370ab6&KeyWord="	
